chr11	13777426	13777761	1	LTR7	+	solo:LTR7:63
chr1	115011327	115011767	1	LTR7C	-	solo:LTR7C:64
chr11	15365095	15365507	1	LTR7	-	solo:LTR7:65
chr1	116860170	116860634	1	LTR7	-	solo:LTR7:66
chr11	16888975	16889407	1	LTR7C	+	solo:LTR7C:67
chr11	2331243	2339200	2	LTR7C,LTR7B	-	solo:LTR7C_LTR7B:68
chr11	2339318	2339771	1	LTR7	+	solo:LTR7:69
chr11	23541648	23542112	1	LTR7B	+	solo:LTR7B:70
chr11	24933711	24934276	1	LTR7B	-	solo:LTR7B:71
chr11	25579394	25579817	1	LTR7	-	solo:LTR7:72
chr11	26030129	26030550	1	LTR7C	+	solo:LTR7C:73
chr11	29973187	29973618	1	LTR7	-	solo:LTR7:74
chr11	3211589	3212029	1	LTR7C	+	solo:LTR7C:75
chr1	13242499	13242971	1	LTR7Y	-	solo:LTR7Y:76
chr11	331892	332554	2	LTR7,LTR7	+	solo:LTR7:77
chr11	333766	334167	1	LTR7	-	solo:LTR7:78
chr11	3398784	3399193	1	LTR7	+	solo:LTR7:79
chr11	37774202	37774621	1	LTR7B	+	solo:LTR7B:80
chr11	37969218	37969623	1	LTR7	-	solo:LTR7:81
chr11	41427669	41428123	1	LTR7	+	solo:LTR7:82
chr11	4250609	4251055	1	LTR7	+	solo:LTR7:83
chr11	43071242	43071597	1	LTR7	-	solo:LTR7:84
chr1	1469768	1471236	2	LTR7B,LTR7	+	solo:LTR7B_LTR7:85
chr1	147241184	147241596	1	LTR7	+	solo:LTR7:86
chr1	147833884	147834292	1	LTR7	+	solo:LTR7:87
chr11	49842788	49843259	1	LTR7Y	-	solo:LTR7Y:88
chr1	150205968	150206288	1	LTR7B	+	solo:LTR7B:89
chr1	150580685	150581114	1	LTR7B	-	solo:LTR7B:90
chr1	150640168	150641787	2	LTR7B,LTR7	+	solo:LTR7B_LTR7:91
chr11	54844401	54844794	1	LTR7	-	solo:LTR7:92
chr11	56059269	56059680	1	LTR7	-	solo:LTR7:93
chr11	56323395	56323837	1	LTR7C	+	solo:LTR7C:94
chr11	5633160	5633228	1	LTR7A	-	solo:LTR7A:95
chr1	158102431	158102891	1	LTR7B	-	solo:LTR7B:96
chr11	60823756	60824299	1	LTR7B	+	solo:LTR7B:97
chr1	160906110	160906495	1	LTR7B	-	solo:LTR7B:98
chr1	160985673	160986052	1	LTR7B	-	solo:LTR7B:99
chr11	62044719	62045126	1	LTR7Y	-	solo:LTR7Y:100
chr1	162316529	162316961	1	LTR7B	-	solo:LTR7B:101
chr1	163233521	163234037	1	LTR7B	-	solo:LTR7B:102
chr11	63529318	63529768	1	LTR7	-	solo:LTR7:103
chr11	64483840	64484301	1	LTR7B	-	solo:LTR7B:104
chr1	166471417	166471848	1	LTR7C	+	solo:LTR7C:105
chr11	6801846	6802255	1	LTR7	+	solo:LTR7:106
chr1	168865664	168866103	1	LTR7C	-	solo:LTR7C:107
chr1	169057139	169057547	1	LTR7B	-	solo:LTR7B:108
chr1	171371955	171372388	1	LTR7C	+	solo:LTR7C:109
chr1	171398399	171398798	1	LTR7B	-	solo:LTR7B:110
chr11	71505504	71505914	1	LTR7	+	solo:LTR7:111
chr1	17151320	17151751	1	LTR7B	-	solo:LTR7B:112
chr1	173448416	173448865	1	LTR7	-	solo:LTR7:113
chr11	74537958	74538389	1	LTR7Y	-	solo:LTR7Y:114
chr11	75331393	75332247	2	LTR7,LTR7	+	solo:LTR7:115
chr1	178253487	178253919	1	LTR7	-	solo:LTR7:116
chr11	80198287	80198715	1	LTR7B	-	solo:LTR7B:117
chr11	80700041	80700400	1	LTR7	+	solo:LTR7:118
chr1	180921022	180921412	1	LTR7	-	solo:LTR7:119
chr11	81279983	81280382	1	LTR7	-	solo:LTR7:120
chr11	81769941	81770404	1	LTR7	+	solo:LTR7:121
chr1	182445465	182445875	1	LTR7	-	solo:LTR7:122
chr1	184047517	184047925	1	LTR7	+	solo:LTR7:123
chr11	87494680	87495125	1	LTR7	-	solo:LTR7:124
chr1	188567565	188568019	1	LTR7B	+	solo:LTR7B:125
chr1	192793879	192794256	1	LTR7	-	solo:LTR7:126
chr11	93879360	93879814	1	LTR7B	+	solo:LTR7B:127
chr1	195719870	195720303	1	LTR7B	+	solo:LTR7B:128
chr11	96180739	96181218	1	LTR7	-	solo:LTR7:129
chr1	196215313	196215677	1	LTR7	-	solo:LTR7:130
chr11	97446835	97447224	1	LTR7C	+	solo:LTR7C:131
chr1	197851432	197851830	1	LTR7Y	-	solo:LTR7Y:132
chr1	19959003	19959432	1	LTR7B	-	solo:LTR7B:133
chr11_JH159136v1_alt	134144	134586	1	LTR7C	+	solo:LTR7C:134
chr1	20045805	20045884	1	LTR7B	+	solo:LTR7B:135
chr1	203001945	203005876	3	LTR7B,LTR7B,LTR7	-	solo:LTR7B_LTR7:136
chr1	203490979	203491388	1	LTR7	+	solo:LTR7:137
chr1	20612288	20613001	2	LTR7C,LTR7C	+	solo:LTR7C:138
chr1	207633750	207634199	1	LTR7	-	solo:LTR7:139
chr1	209471560	209472000	1	LTR7C	-	solo:LTR7C:140
chr12	100582021	100582464	1	LTR7C	-	solo:LTR7C:141
chr12	104271047	104271791	2	LTR7B,LTR7B	-	solo:LTR7B:142
chr12	106141881	106142344	1	LTR7	-	solo:LTR7:143
chr12	108444572	108444956	1	LTR7B	-	solo:LTR7B:144
chr12	110049328	110049773	1	LTR7B	-	solo:LTR7B:145
chr12	110408745	110409133	1	LTR7B	+	solo:LTR7B:146
chr1	211528462	211528890	1	LTR7B	-	solo:LTR7B:147
chr12	122453062	122453492	1	LTR7B	-	solo:LTR7B:148
chr12	123104299	123104799	1	LTR7	+	solo:LTR7:149
chr12	124075021	124075453	1	LTR7B	+	solo:LTR7B:150
chr12	124107088	124107505	1	LTR7C	-	solo:LTR7C:151
chr1	212429922	212430394	1	LTR7C	-	solo:LTR7C:152
chr12	128019851	128020321	1	LTR7C	-	solo:LTR7C:153
chr1	212908310	212908721	1	LTR7	-	solo:LTR7:154
chr12	129729890	129730145	1	LTR7B	+	solo:LTR7B:155
chr12	131818301	131818622	1	LTR7B	+	solo:LTR7B:156
chr12	132956754	132957399	2	LTR7B,LTR7B	-	solo:LTR7B:157
chr12	13377019	13377349	2	LTR7C,LTR7C	-	solo:LTR7C:158
chr12	14724890	14725330	1	LTR7C	-	solo:LTR7C:159
chr1	21554967	21555417	1	LTR7	-	solo:LTR7:160
chr12	17603429	17603828	1	LTR7	+	solo:LTR7:161
chr1	224010282	224010651	1	LTR7	+	solo:LTR7:162
chr12	24907395	24907943	1	LTR7B	+	solo:LTR7B:163
chr1	225810574	225810980	1	LTR7	-	solo:LTR7:164
chr1	228956162	228956626	1	LTR7B	-	solo:LTR7B:165
chr12	29275066	29275466	1	LTR7	-	solo:LTR7:166
chr1	229696941	229697395	1	LTR7	+	solo:LTR7:167
chr1	230018263	230018664	1	LTR7	+	solo:LTR7:168
chr1	231099233	231099615	1	LTR7B	-	solo:LTR7B:169
chr12	31807214	31807647	1	LTR7	+	solo:LTR7:170
chr12	31957394	31957882	1	LTR7B	+	solo:LTR7B:171
chr1	233471990	233472366	1	LTR7	+	solo:LTR7:172
chr1	233472808	233473242	1	LTR7	-	solo:LTR7:173
chr1	23374353	23374722	1	LTR7	+	solo:LTR7:174
chr1	234497122	234497184	1	LTR7B	+	solo:LTR7B:175
chr1	237488519	237488901	1	LTR7B	+	solo:LTR7B:176
chr1	237504168	237504595	1	LTR7B	-	solo:LTR7B:177
chr1	237541576	237542025	1	LTR7	-	solo:LTR7:178
chr1	238276116	238276672	1	LTR7B	-	solo:LTR7B:179
chr1	238379438	238379888	1	LTR7	-	solo:LTR7:180
chr1	239030860	239031261	1	LTR7	+	solo:LTR7:181
chr12	39060254	39060695	1	LTR7C	+	solo:LTR7C:182
chr1	240763780	240763825	1	LTR7	+	solo:LTR7:183
chr12	40785405	40785808	1	LTR7B	-	solo:LTR7B:184
chr1	242210317	242210868	1	LTR7	+	solo:LTR7:185
chr1	244350716	244351134	1	LTR7	+	solo:LTR7:186
chr12	46035906	46036335	1	LTR7B	-	solo:LTR7B:187
chr1	246418825	246419358	1	LTR7B	+	solo:LTR7B:188
chr1	246684667	246686896	2	LTR7C,LTR7B	+	solo:LTR7C_LTR7B:189
chr1	246813213	246813608	1	LTR7	+	solo:LTR7:190
chr1	247079360	247079768	1	LTR7C	-	solo:LTR7C:191
chr12	47296254	47296653	1	LTR7	+	solo:LTR7:192
chr1	248210436	248210931	1	LTR7B	+	solo:LTR7B:193
chr12	54736202	54736640	1	LTR7C	+	solo:LTR7C:194
chr12	56765891	56766313	1	LTR7Y	+	solo:LTR7Y:195
chr12	57855604	57856035	1	LTR7B	+	solo:LTR7B:196
chr12	60979273	60979684	1	LTR7	-	solo:LTR7:197
chr12	62729866	62730257	1	LTR7	+	solo:LTR7:198
chr12	66222840	66223297	1	LTR7	-	solo:LTR7:199
chr12	66497776	66498226	1	LTR7	+	solo:LTR7:200
chr12	69186692	69186807	1	LTR7	-	solo:LTR7:201
chr12	69332487	69332914	1	LTR7B	+	solo:LTR7B:202
chr12	7020594	7021052	1	LTR7B	-	solo:LTR7B:203
chr12	71950237	71950483	2	LTR7,LTR7	-	solo:LTR7:204
chr12	72215008	72215455	1	LTR7	-	solo:LTR7:205
chr12	73000875	73001358	1	LTR7	+	solo:LTR7:206
chr12	75484504	75484896	1	LTR7	-	solo:LTR7:207
chr12	83377186	83377620	1	LTR7	+	solo:LTR7:208
chr12	8494907	8495326	1	LTR7B	+	solo:LTR7B:209
chr1	28586014	28586441	1	LTR7B	+	solo:LTR7B:210
chr12	92957048	92957473	1	LTR7C	-	solo:LTR7C:211
chr13	110486601	110486998	1	LTR7	-	solo:LTR7:212
chr13	110957366	110957837	1	LTR7C	-	solo:LTR7C:213
chr13	111062979	111063422	1	LTR7C	+	solo:LTR7C:214
chr13	112799301	112799699	1	LTR7C	-	solo:LTR7C:215
chr13	18703682	18703990	2	LTR7B,LTR7B	+	solo:LTR7B:216
chr13	24628514	24628944	1	LTR7B	+	solo:LTR7B:217
chr13	25020047	25020395	1	LTR7B	+	solo:LTR7B:218
chr13	26512785	26513111	1	LTR7	+	solo:LTR7:219
chr13	26903419	26903850	1	LTR7C	-	solo:LTR7C:220
chr13	30600906	30601365	1	LTR7B	+	solo:LTR7B:221
chr13	31607333	31607706	1	LTR7	-	solo:LTR7:222
chr13	31623765	31624171	1	LTR7	+	solo:LTR7:223
chr13	33491862	33492257	1	LTR7	-	solo:LTR7:224
chr13	36324680	36325130	1	LTR7	-	solo:LTR7:225
chr13	41159943	41160425	1	LTR7	+	solo:LTR7:226
chr13	41410112	41410558	1	LTR7B	-	solo:LTR7B:227
chr13	46616704	46617133	1	LTR7B	-	solo:LTR7B:228
chr13	46626278	46626706	1	LTR7B	+	solo:LTR7B:229
chr13	48001785	48005007	2	LTR7,LTR7	-	solo:LTR7:230
chr13	48594935	48595388	1	LTR7	+	solo:LTR7:231
chr1	35131976	35132020	1	LTR7B	+	solo:LTR7B:232
chr1	35390271	35390664	1	LTR7	-	solo:LTR7:233
chr13	54211341	54211745	1	LTR7	+	solo:LTR7:234
chr13	54311029	54311436	1	LTR7B	-	solo:LTR7B:235
chr13	54494756	54495204	1	LTR7	+	solo:LTR7:236
chr13	55671548	55671987	1	LTR7C	-	solo:LTR7C:237
chr13	56109981	56110429	1	LTR7	+	solo:LTR7:238
chr13	57405280	57405799	1	LTR7B	+	solo:LTR7B:239
chr13	62131748	62132166	1	LTR7C	+	solo:LTR7C:240
chr13	62624167	62624599	1	LTR7B	+	solo:LTR7B:241
chr13	69196687	69196895	2	LTR7B,LTR7B	+	solo:LTR7B:242
chr13	69197066	69197517	1	LTR7	-	solo:LTR7:243
chr13	69425891	69426269	1	LTR7	+	solo:LTR7:244
chr1	37213389	37213816	1	LTR7	-	solo:LTR7:245
chr1	37214369	37214695	1	LTR7	+	solo:LTR7:246
chr13	79858133	79858509	1	LTR7	+	solo:LTR7:247
chr13	82661014	82661469	1	LTR7C	-	solo:LTR7C:248
chr13	83833381	83833829	1	LTR7	+	solo:LTR7:249
chr13	84578831	84579222	1	LTR7	+	solo:LTR7:250
chr13	85743247	85743624	1	LTR7	-	solo:LTR7:251
chr13	89405948	89406525	2	LTR7,LTR7	-	solo:LTR7:252
chr13	95308768	95309123	1	LTR7	-	solo:LTR7:253
chr13	96001093	96001549	1	LTR7	+	solo:LTR7:254
chr13	97652417	97652827	1	LTR7	-	solo:LTR7:255
chr13	98061852	98062318	1	LTR7B	-	solo:LTR7B:256
chr13_KI270840v1_alt	5332	5640	2	LTR7B,LTR7B	+	solo:LTR7B:257
chr1	40959219	40959662	1	LTR7B	+	solo:LTR7B:258
chr14	100371864	100372268	1	LTR7	+	solo:LTR7:259
chr14	106659968	106660370	1	LTR7	-	solo:LTR7:260
chr14	20494771	20495138	1	LTR7	-	solo:LTR7:261
chr14	21796228	21796666	1	LTR7C	+	solo:LTR7C:262
chr14	23197786	23198158	1	LTR7Y	-	solo:LTR7Y:263
chr14	23939575	23940044	1	LTR7C	-	solo:LTR7C:264
chr14	27919140	27921547	2	LTR7C,LTR7C	-	solo:LTR7C:265
chr14	32489831	32490295	1	LTR7B	-	solo:LTR7B:266
chr14	35396231	35396703	1	LTR7Y	+	solo:LTR7Y:267
chr14	38699786	38700262	1	LTR7C	-	solo:LTR7C:268
chr14	39298549	39298628	1	LTR7Y	-	solo:LTR7Y:269
chr14	40758835	40759232	1	LTR7	-	solo:LTR7:270
chr14	41599668	41600169	1	LTR7	-	solo:LTR7:271
chr1	44179972	44180070	1	LTR7	+	solo:LTR7:272
chr14	44450077	44450708	1	LTR7B	-	solo:LTR7B:273
chr14	48278477	48278865	1	LTR7	-	solo:LTR7:274
chr14	50028519	50028938	1	LTR7C	+	solo:LTR7C:275
chr14	50046356	50046745	1	LTR7	+	solo:LTR7:276
chr14	50679138	50679598	1	LTR7B	-	solo:LTR7B:277
chr1	45078902	45079354	1	LTR7	+	solo:LTR7:278
chr14	50952719	50953181	1	LTR7B	+	solo:LTR7B:279
chr14	52823080	52823574	1	LTR7B	-	solo:LTR7B:280
chr1	45336353	45336787	1	LTR7B	+	solo:LTR7B:281
chr14	82760152	82760600	1	LTR7	-	solo:LTR7:282
chr14	83225090	83226320	2	LTR7C,LTR7C	-	solo:LTR7C:283
chr14	83961578	83961993	1	LTR7	+	solo:LTR7:284
chr1	48500553	48500987	1	LTR7	+	solo:LTR7:285
chr14	85777954	85778477	2	LTR7B,LTR7B	-	solo:LTR7B:286
chr14	86270465	86270931	1	LTR7C	+	solo:LTR7C:287
chr14	87253861	87254296	1	LTR7	+	solo:LTR7:288
chr14	89440362	89440800	1	LTR7	+	solo:LTR7:289
chr14	91200742	91201298	1	LTR7B	-	solo:LTR7B:290
chr14_KI270846v1_alt	1151647	1152049	1	LTR7	-	solo:LTR7:291
chr14_KZ208920v1_fix	240554	241023	1	LTR7C	-	solo:LTR7C:292
chr15	25986785	25987139	1	LTR7B	+	solo:LTR7B:293
chr15	26719882	26720337	1	LTR7	+	solo:LTR7:294
chr15	27933463	27933851	1	LTR7C	-	solo:LTR7C:295
chr15	29519731	29520136	1	LTR7C	+	solo:LTR7C:296
chr1	53004375	53011027	2	LTR7B,LTR7B	+	solo:LTR7B:297
chr15	31198873	31199303	1	LTR7B	+	solo:LTR7B:298
chr15	33589895	33590328	1	LTR7	-	solo:LTR7:299
chr1	53432797	53432888	1	LTR7	-	solo:LTR7:300
chr15	34376060	34376491	1	LTR7B	+	solo:LTR7B:301
chr1	53449414	53449824	1	LTR7	+	solo:LTR7:302
chr15	35254666	35255102	1	LTR7Y	-	solo:LTR7Y:303
chr15	35590779	35591017	1	LTR7	+	solo:LTR7:304
chr1	54020109	54020467	1	LTR7	-	solo:LTR7:305
chr15	41282677	41285686	2	LTR7B,LTR7	-	solo:LTR7B_LTR7:306
chr15	45551235	45551603	1	LTR7	-	solo:LTR7:307
chr15	46169561	46169744	1	LTR7B	-	solo:LTR7B:308
chr15	46680149	46680560	1	LTR7	+	solo:LTR7:309
chr15	48745468	48745690	1	LTR7B	-	solo:LTR7B:310
chr15	49733789	49734255	1	LTR7B	-	solo:LTR7B:311
chr15	52017128	52017591	1	LTR7B	-	solo:LTR7B:312
chr15	55417734	55418106	1	LTR7	-	solo:LTR7:313
chr15	57325758	57326198	1	LTR7B	-	solo:LTR7B:314
chr15	58443674	58444104	1	LTR7B	-	solo:LTR7B:315
chr15	59534687	59535159	1	LTR7Y	-	solo:LTR7Y:316
chr15	62296470	62296867	1	LTR7	+	solo:LTR7:317
chr15	62418546	62418978	1	LTR7B	-	solo:LTR7B:318
chr1	57524396	57524855	1	LTR7B	-	solo:LTR7B:319
chr1	57531051	57531483	1	LTR7	+	solo:LTR7:320
chr1	57743131	57743560	1	LTR7B	+	solo:LTR7B:321
chr15	83330807	83331264	1	LTR7B	+	solo:LTR7B:322
chr15	86986802	86987258	1	LTR7	-	solo:LTR7:323
chr1	58703778	58704237	1	LTR7B	+	solo:LTR7B:324
chr15	89874354	89874433	1	LTR7B	-	solo:LTR7B:325
chr15	92779719	92780156	1	LTR7C	-	solo:LTR7C:326
chr15	93278372	93278821	1	LTR7	-	solo:LTR7:327
chr15	95043307	95043756	1	LTR7	+	solo:LTR7:328
chr15_KI270905v1_alt	1795228	1795633	1	LTR7C	+	solo:LTR7C:329
chr15_KI270905v1_alt	3484680	3485110	1	LTR7B	+	solo:LTR7B:330
chr15_KI270905v1_alt	67750	68149	1	LTR7C	-	solo:LTR7C:331
chr15_KN538374v1_fix	1682744	1683149	1	LTR7C	+	solo:LTR7C:332
chr15_KN538374v1_fix	3372228	3372658	1	LTR7B	+	solo:LTR7B:333
chr15_KN538374v1_fix	67750	68149	1	LTR7C	-	solo:LTR7C:334
chr16	10260421	10260806	1	LTR7B	-	solo:LTR7B:335
chr16	10339644	10340071	1	LTR7C	-	solo:LTR7C:336
chr16	10505491	10505841	1	LTR7	+	solo:LTR7:337
chr16	15409301	15409727	1	LTR7B	+	solo:LTR7B:338
chr16	19893210	19893617	1	LTR7	-	solo:LTR7:339
chr16	19908049	19908445	1	LTR7	-	solo:LTR7:340
chr16	22543678	22544609	2	LTR7B,LTR7B	-	solo:LTR7B:341
chr16	24078966	24079320	1	LTR7B	+	solo:LTR7B:342
chr16	25571313	25571745	1	LTR7B	-	solo:LTR7B:343
chr16	30454558	30455010	1	LTR7B	-	solo:LTR7B:344
chr16	31252234	31252691	1	LTR7B	-	solo:LTR7B:345
chr16	31609056	31609479	1	LTR7C	+	solo:LTR7C:346
chr16	3163609	3164081	1	LTR7C	+	solo:LTR7C:347
chr16	47167256	47167745	1	LTR7	+	solo:LTR7:348
chr16	48336420	48336854	1	LTR7	-	solo:LTR7:349
chr1	65137260	65145836	2	LTR7B,LTR7B	+	solo:LTR7B:350
chr16	5192683	5193149	1	LTR7B	-	solo:LTR7B:351
chr16	55474401	55474814	1	LTR7	-	solo:LTR7:352
chr16	56674325	56674780	1	LTR7B	-	solo:LTR7B:353
chr16	56674815	56675265	1	LTR7	+	solo:LTR7:354
chr16	59613174	59613565	1	LTR7	+	solo:LTR7:355
chr16	60085446	60085879	1	LTR7	-	solo:LTR7:356
chr16	60200729	60201129	1	LTR7	+	solo:LTR7:357
chr16	61970785	61971275	1	LTR7B	+	solo:LTR7B:358
chr16	62217419	62217874	1	LTR7B	-	solo:LTR7B:359
chr16	62662586	62662952	1	LTR7	-	solo:LTR7:360
chr16	66896615	66897052	1	LTR7B	+	solo:LTR7B:361
chr16	66897300	66897733	1	LTR7B	-	solo:LTR7B:362
chr1	6699930	6700411	1	LTR7B	+	solo:LTR7B:363
chr16	74662	75026	1	LTR7	+	solo:LTR7:364
chr16	75702872	75705970	2	LTR7B,LTR7B	-	solo:LTR7B:365
chr16	78413270	78413703	1	LTR7B	-	solo:LTR7B:366
chr16	78413892	78414334	1	LTR7C	+	solo:LTR7C:367
chr16	84381004	84381395	1	LTR7B	-	solo:LTR7B:368
chr16	87776053	87776306	1	LTR7B	-	solo:LTR7B:369
chr16_KI270853v1_alt	1067280	1067706	1	LTR7B	+	solo:LTR7B:370
chr16_KV880768v1_fix	1709888	1710819	2	LTR7B,LTR7B	-	solo:LTR7B:371
chr16_KV880768v1_fix	560417	561348	2	LTR7B,LTR7B	+	solo:LTR7B:372
chr17	13928565	13929002	1	LTR7C	-	solo:LTR7C:373
chr17	19458338	19458728	1	LTR7	-	solo:LTR7:374
chr17	19518610	19519043	1	LTR7B	-	solo:LTR7B:375
chr17	22615830	22616294	1	LTR7	+	solo:LTR7:376
chr17	30588892	30589236	2	LTR7C,LTR7C	-	solo:LTR7C:377
chr1	73142936	73143372	1	LTR7C	-	solo:LTR7C:378
chr17	31632086	31632458	1	LTR7B	+	solo:LTR7B:379
chr17	39917413	39917823	1	LTR7B	+	solo:LTR7B:380
chr17	40011682	40012131	1	LTR7	-	solo:LTR7:381
chr1	74002375	74002763	1	LTR7	-	solo:LTR7:382
chr17	40372446	40372915	1	LTR7C	-	solo:LTR7C:383
chr17	41943341	41943725	1	LTR7B	-	solo:LTR7B:384
chr17	43148327	43148734	1	LTR7C	-	solo:LTR7C:385
chr17	5239872	5241581	17	LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C,LTR7C	+	solo:LTR7C:386
chr17	53455672	53456123	1	LTR7	-	solo:LTR7:387
chr17	53608085	53608641	1	LTR7B	+	solo:LTR7B:388
chr17	54345637	54346137	1	LTR7	+	solo:LTR7:389
chr17	54935083	54935436	1	LTR7	-	solo:LTR7:390
chr17	55018530	55018959	1	LTR7B	-	solo:LTR7B:391
chr17	57017123	57017526	1	LTR7	+	solo:LTR7:392
chr17	60384971	60385404	1	LTR7	+	solo:LTR7:393
chr17	62147304	62147946	1	LTR7B	+	solo:LTR7B:394
chr17	64764752	64765196	1	LTR7C	-	solo:LTR7C:395
chr17	65158897	65159347	1	LTR7	+	solo:LTR7:396
chr17	67328337	67328797	1	LTR7B	+	solo:LTR7B:397
chr17	67424814	67425185	1	LTR7B	+	solo:LTR7B:398
chr17	68122450	68122890	1	LTR7C	-	solo:LTR7C:399
chr17	70723946	70724348	1	LTR7	-	solo:LTR7:400
chr17	7142210	7142701	1	LTR7B	-	solo:LTR7B:401
chr17	74724498	74724930	1	LTR7B	-	solo:LTR7B:402
chr17	75767218	75767648	1	LTR7B	-	solo:LTR7B:403
chr17	79010891	79011346	1	LTR7B	+	solo:LTR7B:404
chr17	80153279	80153743	1	LTR7B	+	solo:LTR7B:405
chr17	80258156	80258544	1	LTR7	-	solo:LTR7:406
chr17	8061906	8062290	1	LTR7	+	solo:LTR7:407
chr17	82346372	82346833	1	LTR7C	-	solo:LTR7C:408
chr17	8352771	8353232	1	LTR7B	-	solo:LTR7B:409
chr1	787351	787718	1	LTR7	+	solo:LTR7:410
chr18	1785752	1786220	1	LTR7C	-	solo:LTR7C:411
chr18	27230591	27232705	2	LTR7B,LTR7	+	solo:LTR7B_LTR7:412
chr18	27231700	27232070	1	LTR7	-	solo:LTR7:413
chr18	29000349	29000757	1	LTR7	-	solo:LTR7:414
chr18	3023342	3023765	1	LTR7B	-	solo:LTR7B:415
chr18	30612755	30613127	1	LTR7	+	solo:LTR7:416
chr18	31826668	31827058	1	LTR7	-	solo:LTR7:417
chr18	31954746	31955206	1	LTR7B	+	solo:LTR7B:418
chr18	32281775	32282214	1	LTR7	+	solo:LTR7:419
chr18	32533198	32533596	1	LTR7	-	solo:LTR7:420
chr18	32569289	32569717	1	LTR7B	+	solo:LTR7B:421
