BindingID	chromo	middle		
CTCF:87550	chr1	2295473		
CTCF:1594	chr1	2303217		
CTCF:7452	chr1	2304075		
CTCF:43954	chr1	2328199		
CTCF:10452	chr1	2335876		
CTCF:15616	chr1	2351540		
CTCF:31459	chr1	2365343		
CTCF:47110	chr1	2381195		
CTCF:61579	chr1	2425358		
CTCF:75057	chr1	2436657		
CTCF:47899	chr1	2445166		
CTCF:48979	chr1	2450796		
CTCF:56303	chr1	2456908		
CTCF:6149	chr1	2460805		
CTCF:3510	chr1	2469497		
CTCF:23346	chr1	2480887		
CTCF:23340	chr1	2487937		
CTCF:68779	chr1	2491179		
CTCF:44319	chr1	2499890		
CTCF:38062	chr1	2573560		
CTCF:35127	chr1	2574305		
CTCF:18727	chr1	2575465		
CTCF:451	chr1	2578256		
CTCF:35472	chr1	2580752		
CTCF:36398	chr1	2581360		
CTCF:13064	chr1	2582772		
CTCF:72190	chr1	2586074		
CTCF:67128	chr1	2586425		
CTCF:72191	chr1	2587670		
CTCF:62677	chr1	2593177		
CTCF:72192	chr1	2602824		
CTCF:42864	chr1	2605393		
CTCF:52503	chr1	2605926		
CTCF:76747	chr1	2606245		
CTCF:87273	chr1	2606598		
CTCF:43650	chr1	2608268		
CTCF:76753	chr1	2609315		
CTCF:70953	chr1	2610556		
CTCF:30976	chr1	2622241		
CTCF:27335	chr1	2623456		
CTCF:71082	chr1	2675544		
CTCF:68056	chr1	2678952		
CTCF:47248	chr1	2693219		
CTCF:63780	chr1	2728606		
CTCF:72874	chr1	2782545		
CTCF:41522	chr1	2828651		
CTCF:36668	chr1	2972780		
CTCF:43749	chr1	2976160		
CTCF:50645	chr1	3026450		
CTCF:65430	chr1	3036965		
CTCF:66329	chr1	3078372		
CTCF:66541	chr1	3133657		
CTCF:12639	chr1	3190580		
CTCF:14712	chr1	3226555		
CTCF:69691	chr1	3263718		
CTCF:37095	chr1	3298321		
CTCF:20048	chr1	3309953		
CTCF:30692	chr1	3316776		
CTCF:65813	chr1	3320624		
CTCF:33162	chr1	3323724		
CTCF:2681	chr1	3331314		
CTCF:16409	chr1	3337879		
CTCF:5081	chr1	3359711		
CTCF:32092	chr1	3360821		
CTCF:26029	chr1	3378397		
CTCF:55218	chr1	3389097		
CTCF:12315	chr1	3390476		
CTCF:4032	chr1	3397811		
CTCF:47790	chr1	3398321		
CTCF:17174	chr1	3424795		
CTCF:57937	chr1	3431422		
CTCF:28389	chr1	3440060		
CTCF:3298	chr1	3471828		
CTCF:83332	chr1	3489701		
CTCF:36434	chr1	3494489		
CTCF:64014	chr1	3495005		
CTCF:16784	chr1	3498117		
CTCF:82169	chr1	3517142		
CTCF:14406	chr1	3521738		
CTCF:14150	chr1	3525592		
CTCF:19388	chr1	3527802		
CTCF:86265	chr1	3532226		
CTCF:75718	chr1	3534885		
CTCF:57702	chr1	3556474		
CTCF:47287	chr1	3584900		
CTCF:56378	chr1	3596488		
CTCF:5974	chr1	3602237		
CTCF:58288	chr1	3609572		
CTCF:4010	chr1	3631006		
CTCF:9218	chr1	3633909		
CTCF:79937	chr1	3639345		
CTCF:12689	chr1	3682512		
CTCF:52242	chr1	3686272		
CTCF:13887	chr1	3692031		
CTCF:87684	chr1	3695269		
CTCF:25423	chr1	3708103		
CTCF:53297	chr1	3713051		
CTCF:50675	chr1	3717505		
CTCF:56416	chr1	3721509		
CTCF:21950	chr1	3734357		
CTCF:29336	chr1	3763752		
CTCF:56373	chr1	3806216		
CTCF:51566	chr1	3813802		
CTCF:4505	chr1	3817361		
CTCF:80741	chr1	4037244		
CTCF:69118	chr1	4263055		
CTCF:35226	chr1	4545336		
CTCF:8614	chr1	4612677		
CTCF:74045	chr1	4615240		
CTCF:7269	chr1	4616370		
CTCF:25142	chr1	4654650		
CTCF:69639	chr1	4660927		
CTCF:80496	chr1	4681031		
CTCF:72475	chr1	4702148		
CTCF:74491	chr1	4728649		
CTCF:80274	chr1	4729556		
CTCF:27992	chr1	4738084		
CTCF:76056	chr1	4756754		
CTCF:19886	chr1	4786176		
CTCF:84685	chr1	4787612		
CTCF:48533	chr1	4848117		
CTCF:84995	chr1	5040813		
CTCF:37461	chr1	5059714		
CTCF:15459	chr1	5079624		
CTCF:44081	chr1	5085338		
CTCF:47638	chr1	5116027		
CTCF:49125	chr1	5121501		
CTCF:61297	chr1	5177670		
CTCF:53026	chr1	5233736		
CTCF:45768	chr1	5235604		
CTCF:71777	chr1	5236834		
CTCF:25272	chr1	5246357		
CTCF:86393	chr1	5300894		
CTCF:41395	chr1	5311531		
CTCF:63174	chr1	5398489		
CTCF:24818	chr1	5410076		
CTCF:58513	chr1	5427289		
CTCF:23587	chr1	5431345		
CTCF:13996	chr1	5464771		
CTCF:73912	chr1	5487439		
CTCF:3155	chr1	5492693		
CTCF:751	chr1	5497370		
CTCF:50604	chr1	5581368		
CTCF:18644	chr1	5603856		
CTCF:31933	chr1	5620040		
CTCF:35240	chr1	5623710		
CTCF:78135	chr1	5673141		
CTCF:41247	chr1	5702006		
CTCF:1293	chr1	5728638		
CTCF:35066	chr1	5750850		
CTCF:3457	chr1	5813592		
CTCF:41668	chr1	5841725		
CTCF:52689	chr1	5843050		
CTCF:87473	chr1	5847540		
CTCF:53852	chr1	5871434		
CTCF:23694	chr1	5876504		
CTCF:35438	chr1	5898833		
CTCF:62356	chr1	5910048		
CTCF:20234	chr1	5932290		
CTCF:50924	chr1	5956599		
CTCF:14116	chr1	5958023		
CTCF:35819	chr1	5963194		
CTCF:85879	chr1	5984360		
CTCF:44773	chr1	5985844		
CTCF:46720	chr1	5988365		
CTCF:52893	chr1	5993482		
CTCF:69922	chr1	6010133		
CTCF:65340	chr1	6011409		
CTCF:17315	chr1	6017277		
CTCF:39554	chr1	6018547		
CTCF:84452	chr1	6021804		
CTCF:6192	chr1	6024293		
CTCF:37430	chr1	6035767		
CTCF:46937	chr1	6063423		
CTCF:28071	chr1	6065154		
CTCF:81987	chr1	6070339		
CTCF:60737	chr1	6078409		
CTCF:44636	chr1	6082569		
CTCF:44463	chr1	6088028		
CTCF:46573	chr1	6088553		
CTCF:53700	chr1	6089360		
CTCF:10455	chr1	6091671		
CTCF:63160	chr1	6092761		
CTCF:42271	chr1	6120574		
CTCF:25012	chr1	6124424		
CTCF:24357	chr1	6145575		
CTCF:16865	chr1	6154359		
CTCF:74070	chr1	6161939		
CTCF:38867	chr1	6163123		
CTCF:29914	chr1	6166340		
CTCF:17810	chr1	6168629		
CTCF:1248	chr1	6188012		
CTCF:1834	chr1	6192046		
CTCF:53193	chr1	6210051		
CTCF:4878	chr1	6221484		
CTCF:5493	chr1	6227880		
CTCF:6345	chr1	6229558		
CTCF:72013	chr1	6232480		
CTCF:84050	chr1	6245081		
CTCF:22938	chr1	6251242		
CTCF:34790	chr1	6255706		
CTCF:8528	chr1	6263651		
CTCF:72042	chr1	6283641		
CTCF:67346	chr1	6314682		
CTCF:1390	chr1	6326282		
CTCF:14435	chr1	6330755		
CTCF:4400	chr1	6340069		
CTCF:24112	chr1	6345931		
CTCF:28627	chr1	6360963		
CTCF:79240	chr1	6376781		
CTCF:43614	chr1	6379834		
CTCF:6088	chr1	6387476		
CTCF:4755	chr1	6397137		
CTCF:11165	chr1	6406263		
CTCF:66623	chr1	6406863		
CTCF:49141	chr1	6411462		
CTCF:63713	chr1	6414421		
CTCF:62545	chr1	6418432		
CTCF:39301	chr1	6419824		
CTCF:3262	chr1	6420866		
CTCF:784	chr1	6423477		
CTCF:1164	chr1	6427940		
CTCF:37996	chr1	6430032		
CTCF:7185	chr1	6431001		
CTCF:31059	chr1	6431524		
CTCF:85643	chr1	6436005		
CTCF:4573	chr1	6438017		
CTCF:18665	chr1	6438920		
CTCF:38009	chr1	6439627		
CTCF:52628	chr1	6447360		
CTCF:43159	chr1	6453878		
CTCF:9779	chr1	6455256		
CTCF:2950	chr1	6458344		
CTCF:51683	chr1	6463642		
CTCF:75536	chr1	6468589		
CTCF:6523	chr1	6469298		
CTCF:3893	chr1	6472708		
CTCF:18674	chr1	6506450		
CTCF:56286	chr1	6507071		
CTCF:2997	chr1	6537237		
CTCF:73225	chr1	6563657		
CTCF:64956	chr1	6566974		
CTCF:76656	chr1	6584753		
CTCF:58899	chr1	6607712		
CTCF:20019	chr1	6617430		
CTCF:44109	chr1	6629324		
CTCF:87438	chr1	6647481		
CTCF:345	chr1	6684552		
CTCF:4796	chr1	6702825		
CTCF:10884	chr1	6710291		
CTCF:34703	chr1	6740976		
CTCF:45874	chr1	6768848		
CTCF:71112	chr1	6829688		
CTCF:84268	chr1	6839590		
CTCF:64707	chr1	6857129		
CTCF:12482	chr1	6872729		
CTCF:68638	chr1	6901994		
CTCF:81855	chr1	6927236		
CTCF:60950	chr1	6946098		
CTCF:30814	chr1	6970793		
CTCF:34313	chr1	6981069		
CTCF:40509	chr1	7025571		
CTCF:16181	chr1	7053228		
CTCF:45648	chr1	7067094		
CTCF:86557	chr1	7094721		
CTCF:41757	chr1	7100286		
CTCF:32540	chr1	7103686		
CTCF:54232	chr1	7110191		
CTCF:34081	chr1	7169525		
CTCF:49760	chr1	7181498		
CTCF:3354	chr1	7190757		
CTCF:30840	chr1	7201095		
CTCF:20394	chr1	7207568		
CTCF:83213	chr1	7211256		
CTCF:40479	chr1	7244310		
CTCF:84519	chr1	7267581		
CTCF:58281	chr1	7269886		
CTCF:78036	chr1	7317771		
CTCF:63519	chr1	7329022		
CTCF:69128	chr1	7338909		
CTCF:54439	chr1	7393512		
CTCF:83383	chr1	7419195		
CTCF:83995	chr1	7426652		
CTCF:62305	chr1	7432573		
CTCF:20650	chr1	7436887		
CTCF:41159	chr1	7443601		
CTCF:26908	chr1	7457955		
CTCF:54607	chr1	7470427		
CTCF:86675	chr1	7481712		
CTCF:43665	chr1	7499119		
CTCF:46256	chr1	7521708		
CTCF:5166	chr1	7522557		
CTCF:85910	chr1	7536107		
CTCF:9531	chr1	7544244		
CTCF:41734	chr1	7560064		
CTCF:67735	chr1	7564569		
CTCF:44894	chr1	7566298		
CTCF:67583	chr1	7624500		
CTCF:67867	chr1	7626917		
CTCF:7576	chr1	7630081		
CTCF:74180	chr1	7634459		
CTCF:46072	chr1	7635393		
CTCF:1179	chr1	7650356		
CTCF:9847	chr1	7652281		
CTCF:35271	chr1	7735653		
CTCF:46522	chr1	7738301		
CTCF:38876	chr1	7767981		
CTCF:70622	chr1	7791093		
CTCF:62396	chr1	7839212		
CTCF:8931	chr1	7885576		
CTCF:30040	chr1	7925124		
CTCF:22530	chr1	7944135		
CTCF:492	chr1	7958080		
CTCF:13493	chr1	7965106		
CTCF:39373	chr1	7997825		
CTCF:73520	chr1	8096681		
CTCF:24865	chr1	8148488		
CTCF:85026	chr1	8148821		
CTCF:65116	chr1	8197615		
CTCF:58492	chr1	8221757		
CTCF:16137	chr1	8297116		
CTCF:35279	chr1	8298652		
CTCF:7952	chr1	8331803		
CTCF:16858	chr1	8334519		
CTCF:85084	chr1	8341843		
CTCF:18452	chr1	8357644		
CTCF:56745	chr1	8362328		
CTCF:53362	chr1	8381526		
CTCF:35186	chr1	8392037		
CTCF:51219	chr1	8413896		
CTCF:27805	chr1	8422325		
CTCF:5735	chr1	8426352		
CTCF:32436	chr1	8543885		
CTCF:54530	chr1	8580873		
CTCF:24899	chr1	8654151		
CTCF:65693	chr1	8686039		
CTCF:36936	chr1	8701884		
CTCF:87700	chr1	8709709		
CTCF:17712	chr1	8722190		
CTCF:31593	chr1	8746772		
CTCF:68535	chr1	8758926		
CTCF:53447	chr1	8777458		
CTCF:50818	chr1	8797740		
CTCF:42275	chr1	8814178		
CTCF:1951	chr1	8831712		
CTCF:26596	chr1	8842218		
CTCF:11872	chr1	8845293		
CTCF:26788	chr1	8854378		
CTCF:85589	chr1	8885550		
CTCF:83503	chr1	8893152		
CTCF:40216	chr1	8900973		
CTCF:14132	chr1	8945723		
CTCF:2009	chr1	8970887		
CTCF:69386	chr1	8976166		
CTCF:7852	chr1	8987933		
CTCF:1717	chr1	8992843		
CTCF:56910	chr1	9005602		
CTCF:56573	chr1	9021953		
CTCF:70114	chr1	9041346		
CTCF:85936	chr1	9050078		
CTCF:54007	chr1	9082411		
CTCF:12147	chr1	9084378		
CTCF:83613	chr1	9092790		
CTCF:7701	chr1	9093584		
CTCF:74418	chr1	9099995		
CTCF:8837	chr1	9125062		
CTCF:4973	chr1	9164089		
CTCF:74641	chr1	9165092		
CTCF:79320	chr1	9169445		
CTCF:21611	chr1	9179300		
CTCF:25666	chr1	9181452		
CTCF:56021	chr1	9200105		
CTCF:23968	chr1	9217226		
CTCF:23906	chr1	9230084		
CTCF:4159	chr1	9232873		
CTCF:4961	chr1	9249946		
CTCF:36544	chr1	9256169		
CTCF:10703	chr1	9271844		
CTCF:69696	chr1	9277817		
CTCF:62914	chr1	9302551		
CTCF:53385	chr1	9383443		
CTCF:55859	chr1	9387391		
CTCF:61900	chr1	9411475		
CTCF:48344	chr1	9416466		
CTCF:76588	chr1	9436503		
CTCF:5193	chr1	9438614		
CTCF:55392	chr1	9448588		
CTCF:9466	chr1	9473914		
CTCF:993	chr1	9478036		
CTCF:72488	chr1	9522317		
CTCF:32853	chr1	9529450		
CTCF:34810	chr1	9556562		
CTCF:52502	chr1	9559773		
CTCF:13714	chr1	9571256		
CTCF:47767	chr1	9576693		
CTCF:18874	chr1	9598409		
CTCF:250	chr1	9609808		
CTCF:84598	chr1	9634792		
CTCF:68808	chr1	9669855		
CTCF:64625	chr1	9676634		
CTCF:14373	chr1	9685073		
CTCF:50993	chr1	9700117		
CTCF:54728	chr1	9700648		
CTCF:16655	chr1	9703149		
CTCF:2257	chr1	9704626		
CTCF:529	chr1	9707837		
CTCF:48230	chr1	9718698		
CTCF:65194	chr1	9751924		
CTCF:85419	chr1	9758204		
CTCF:23529	chr1	9767392		
CTCF:53031	chr1	9775014		
CTCF:39186	chr1	9810707		
CTCF:71994	chr1	9818506		
CTCF:73519	chr1	9825424		
CTCF:33375	chr1	9844231		
CTCF:4376	chr1	9850323		
CTCF:3881	chr1	9857701		
CTCF:72971	chr1	9869008		
CTCF:50429	chr1	9925180		
CTCF:80817	chr1	9925856		
CTCF:1567	chr1	9933137		
CTCF:87165	chr1	9979691		
CTCF:4046	chr1	10015298		
CTCF:47442	chr1	10017220		
CTCF:54882	chr1	10051529		
CTCF:56857	chr1	10056317		
CTCF:11402	chr1	10135775		
CTCF:61390	chr1	10156375		
CTCF:5026	chr1	10193004		
CTCF:4994	chr1	10320883		
CTCF:27697	chr1	10360217		
CTCF:9790	chr1	10410873		
CTCF:7510	chr1	10413011		
CTCF:37186	chr1	10438929		
CTCF:3613	chr1	10477471		
CTCF:10637	chr1	10490256		
CTCF:24684	chr1	10497273		
CTCF:77604	chr1	10500974		
CTCF:4735	chr1	10513093		
CTCF:21888	chr1	10544801		
CTCF:85798	chr1	10568962		
CTCF:74697	chr1	10581151		
CTCF:39201	chr1	10612752		
CTCF:87702	chr1	10648135		
CTCF:38185	chr1	10673320		
CTCF:29184	chr1	10675220		
CTCF:20206	chr1	10736054		
CTCF:70738	chr1	10738620		
CTCF:36303	chr1	10771568		
CTCF:18217	chr1	10776655		
CTCF:78727	chr1	10798068		
CTCF:27030	chr1	10818854		
CTCF:9922	chr1	10849963		
CTCF:59120	chr1	10871053		
CTCF:22354	chr1	10892718		
CTCF:4802	chr1	10924804		
CTCF:36262	chr1	10928763		
CTCF:6327	chr1	10943829		
CTCF:45660	chr1	10963061		
CTCF:68643	chr1	10973557		
CTCF:75481	chr1	11015001		
CTCF:1454	chr1	11020450		
CTCF:86076	chr1	11040312		
CTCF:56859	chr1	11042815		
CTCF:33231	chr1	11046729		
CTCF:86534	chr1	11115692		
CTCF:44084	chr1	11224541		
CTCF:62767	chr1	11230925		
CTCF:67988	chr1	11245530		
CTCF:40191	chr1	11255482		
CTCF:7362	chr1	11302993		
CTCF:5070	chr1	11320339		
CTCF:26025	chr1	11334923		
CTCF:51282	chr1	11338704		
CTCF:20242	chr1	11347009		
CTCF:65226	chr1	11363336		
CTCF:22827	chr1	11381292		
CTCF:76208	chr1	11385622		
CTCF:48184	chr1	11398033		
CTCF:3977	chr1	11461487		
CTCF:31683	chr1	11463847		
CTCF:76764	chr1	11481741		
CTCF:27444	chr1	11555018		
CTCF:28212	chr1	11576989		
CTCF:69749	chr1	11594772		
CTCF:56548	chr1	11600133		
CTCF:2811	chr1	11625250		
CTCF:15898	chr1	11628520		
CTCF:11198	chr1	11633251		
CTCF:17535	chr1	11646845		
CTCF:39584	chr1	11668045		
CTCF:80577	chr1	11673394		
CTCF:85917	chr1	11680391		
CTCF:55153	chr1	11690077		
CTCF:65577	chr1	11690420		
CTCF:3637	chr1	11693929		
CTCF:12460	chr1	11702598		
CTCF:85423	chr1	11719036		
CTCF:32260	chr1	11724764		
CTCF:24842	chr1	11732001		
CTCF:86615	chr1	11745506		
CTCF:52346	chr1	11763330		
CTCF:4375	chr1	11767974		
CTCF:79089	chr1	11770795		
CTCF:340	chr1	11821482		
CTCF:59726	chr1	11837699		
CTCF:39648	chr1	11842100		
CTCF:18717	chr1	11848340		
CTCF:39678	chr1	11857920		
CTCF:70429	chr1	11863059		
CTCF:50324	chr1	11864760		
CTCF:59722	chr1	11870449		
CTCF:1531	chr1	11876783		
CTCF:11210	chr1	11890505		
CTCF:6998	chr1	11949943		
CTCF:84360	chr1	11971981		
CTCF:82399	chr1	11979008		
CTCF:21655	chr1	11984426		
CTCF:33224	chr1	11997071		
CTCF:12141	chr1	12014084		
CTCF:68343	chr1	12032407		
CTCF:43577	chr1	12035833		
CTCF:12872	chr1	12062406		
CTCF:80026	chr1	12064388		
CTCF:13956	chr1	12089649		
CTCF:1381	chr1	12101444		
CTCF:6726	chr1	12107611		
CTCF:50603	chr1	12147490		
CTCF:41853	chr1	12171082		
CTCF:18629	chr1	12179467		
CTCF:35559	chr1	12182289		
CTCF:2361	chr1	12191673		
CTCF:2645	chr1	12212591		
CTCF:53076	chr1	12215446		
CTCF:39470	chr1	12226918		
CTCF:43007	chr1	12254910		
CTCF:7400	chr1	12258204		
CTCF:75184	chr1	12258578		
CTCF:9984	chr1	12259084		
CTCF:53352	chr1	12322219		
CTCF:49901	chr1	12388806		
CTCF:81165	chr1	12405352		
CTCF:79967	chr1	12577267		
CTCF:8239	chr1	12584038		
CTCF:15059	chr1	12602646		
CTCF:6031	chr1	12641770		
CTCF:36202	chr1	12743090		
CTCF:86009	chr1	12746623		
CTCF:46822	chr1	12746949		
CTCF:36358	chr1	12764381		
CTCF:8358	chr1	12766693		
CTCF:77371	chr1	12805253		
CTCF:47517	chr1	12811031		
CTCF:79704	chr1	12815376		
CTCF:72646	chr1	12859427		
CTCF:24412	chr1	12906996		
CTCF:87770	chr1	12918969		
CTCF:82005	chr1	12929037		
CTCF:59965	chr1	12955753		
CTCF:85179	chr1	12961331		
CTCF:22912	chr1	13332861		
CTCF:46735	chr1	13335127		
CTCF:33115	chr1	13713154		
CTCF:11931	chr1	13716489		
CTCF:64329	chr1	13738969		
CTCF:20617	chr1	13770203		
CTCF:21990	chr1	13864953		
CTCF:81767	chr1	13897023		
CTCF:31456	chr1	13925109		
CTCF:74141	chr1	13948265		
CTCF:43027	chr1	13964251		
CTCF:55136	chr1	13988090		
CTCF:74393	chr1	14000901		
CTCF:15283	chr1	14006484		
CTCF:65532	chr1	14007972		
CTCF:64771	chr1	14009021		
CTCF:9374	chr1	14010483		
CTCF:4654	chr1	14012894		
CTCF:33516	chr1	14028139		
CTCF:49960	chr1	14129431		
CTCF:47191	chr1	14149926		
CTCF:3624	chr1	14159655		
CTCF:32640	chr1	14165069		
CTCF:65321	chr1	14191774		
CTCF:83991	chr1	14266997		
CTCF:23452	chr1	14294318		
CTCF:34414	chr1	14310402		
CTCF:4923	chr1	14313125		
CTCF:49988	chr1	14323992		
CTCF:48384	chr1	14340407		
CTCF:87326	chr1	14348739		
CTCF:84590	chr1	14491583		
CTCF:35013	chr1	14563334		
CTCF:55371	chr1	14565585		
CTCF:75628	chr1	14579315		
CTCF:84482	chr1	14591773		
CTCF:20645	chr1	14594886		
CTCF:70331	chr1	14609942		
CTCF:8613	chr1	14614654		
CTCF:17570	chr1	14634539		
CTCF:45205	chr1	14641952		
CTCF:72352	chr1	14727536		
CTCF:19322	chr1	14737603		
CTCF:29135	chr1	14766368		
CTCF:10527	chr1	14771129		
CTCF:80166	chr1	14798188		
CTCF:31962	chr1	14805918		
CTCF:86153	chr1	14826164		
CTCF:59589	chr1	14845725		
CTCF:87413	chr1	14928832		
CTCF:22248	chr1	14931184		
CTCF:31517	chr1	14968778		
CTCF:4618	chr1	14978424		
CTCF:30789	chr1	14982154		
CTCF:24261	chr1	14986828		
CTCF:9987	chr1	15003937		
CTCF:68861	chr1	15032936		
CTCF:59921	chr1	15049892		
CTCF:9601	chr1	15114635		
CTCF:81280	chr1	15145240		
CTCF:16474	chr1	15182566		
CTCF:60711	chr1	15192631		
CTCF:61435	chr1	15199316		
CTCF:62624	chr1	15223316		
CTCF:12751	chr1	15226785		
CTCF:48522	chr1	15232628		
CTCF:23018	chr1	15237417		
CTCF:9851	chr1	15245806		
CTCF:55610	chr1	15254809		
CTCF:79958	chr1	15255213		
CTCF:19527	chr1	15261758		
CTCF:57666	chr1	15263765		
CTCF:4414	chr1	15299648		
CTCF:26769	chr1	15310115		
CTCF:6422	chr1	15327779		
CTCF:23039	chr1	15351594		
CTCF:13932	chr1	15353311		
CTCF:69425	chr1	15399593		
CTCF:67799	chr1	15401438		
CTCF:83513	chr1	15403137		
CTCF:82599	chr1	15422445		
CTCF:55686	chr1	15429188		
CTCF:69083	chr1	15458704		
CTCF:23295	chr1	15471826		
CTCF:77963	chr1	15482816		
CTCF:17361	chr1	15504005		
CTCF:7893	chr1	15522805		
CTCF:33845	chr1	15524682		
CTCF:30647	chr1	15564060		
CTCF:31148	chr1	15589936		
CTCF:54153	chr1	15620305		
CTCF:40694	chr1	15626231		
CTCF:3799	chr1	15630412		
CTCF:63961	chr1	15641691		
CTCF:9449	chr1	15700684		
CTCF:85030	chr1	15725631		
CTCF:18092	chr1	15783697		
CTCF:42968	chr1	15794351		
CTCF:82668	chr1	15803779		
CTCF:65580	chr1	15828900		
CTCF:27889	chr1	15902398		
CTCF:68851	chr1	15931220		
CTCF:61833	chr1	15933047		
CTCF:44941	chr1	15935698		
CTCF:20208	chr1	15939022		
CTCF:6978	chr1	15940627		
CTCF:87729	chr1	15957106		
CTCF:56438	chr1	15961814		
CTCF:54351	chr1	15983400		
CTCF:1020	chr1	15991272		
CTCF:24170	chr1	16002654		
CTCF:11709	chr1	16014771		
CTCF:73878	chr1	16029508		
CTCF:62560	chr1	16046378		
