BindingID	chromo	middle		
NANOG:53650	chr1	6368501		
NANOG:41621	chr1	6376778		
NANOG:16812	chr1	6397184		
NANOG:72595	chr1	6412884		
NANOG:77585	chr1	6422938		
NANOG:54609	chr1	6423403		
NANOG:22430	chr1	6430697		
NANOG:57309	chr1	6431846		
NANOG:49969	chr1	6436983		
NANOG:31662	chr1	6437930		
NANOG:60686	chr1	6443088		
NANOG:65824	chr1	6469285		
NANOG:60937	chr1	6474215		
NANOG:86192	chr1	6479300		
NANOG:14945	chr1	6502737		
NANOG:70473	chr1	6537182		
NANOG:73159	chr1	6629559		
NANOG:44732	chr1	6676894		
NANOG:38896	chr1	6684490		
NANOG:49425	chr1	6702789		
NANOG:25183	chr1	6710206		
NANOG:87151	chr1	6740895		
NANOG:71014	chr1	6753513		
NANOG:79189	chr1	6767712		
NANOG:10770	chr1	6849624		
NANOG:11421	chr1	6939541		
NANOG:64597	chr1	6961974		
NANOG:9766	chr1	6972380		
NANOG:50455	chr1	7004903		
NANOG:18000	chr1	7132354		
NANOG:66804	chr1	7160675		
NANOG:76753	chr1	7201037		
NANOG:71710	chr1	7207538		
NANOG:34480	chr1	7240035		
NANOG:40349	chr1	7263198		
NANOG:49895	chr1	7267838		
NANOG:29235	chr1	7280907		
NANOG:34132	chr1	7282137		
NANOG:38753	chr1	7362196		
NANOG:4386	chr1	7381816		
NANOG:85225	chr1	7436915		
NANOG:64141	chr1	7513138		
NANOG:20037	chr1	7518979		
NANOG:77612	chr1	7522534		
NANOG:87814	chr1	7652316		
NANOG:66047	chr1	7663638		
NANOG:20277	chr1	7685196		
NANOG:16996	chr1	7735375		
NANOG:39424	chr1	7753733		
NANOG:42695	chr1	7835660		
NANOG:72915	chr1	7885447		
NANOG:87052	chr1	7920890		
NANOG:35312	chr1	7936933		
NANOG:30999	chr1	7944409		
NANOG:69027	chr1	7958142		
NANOG:3485	chr1	7974674		
NANOG:15491	chr1	7987360		
NANOG:61549	chr1	7997758		
NANOG:74329	chr1	8001531		
NANOG:48259	chr1	8009094		
NANOG:70297	chr1	8053169		
NANOG:73516	chr1	8058637		
NANOG:45500	chr1	8060092		
NANOG:79437	chr1	8104178		
NANOG:72501	chr1	8138378		
NANOG:48809	chr1	8148444		
NANOG:374	chr1	8149882		
NANOG:48051	chr1	8152973		
NANOG:75323	chr1	8205585		
NANOG:64220	chr1	8222466		
NANOG:44222	chr1	8249739		
NANOG:81587	chr1	8353234		
NANOG:73298	chr1	8378787		
NANOG:65146	chr1	8379917		
NANOG:34513	chr1	8390855		
NANOG:46712	chr1	8400722		
NANOG:20028	chr1	8406949		
NANOG:27627	chr1	8420069		
NANOG:47106	chr1	8421732		
NANOG:76490	chr1	8422321		
NANOG:9699	chr1	8426231		
NANOG:4896	chr1	8442905		
NANOG:22348	chr1	8443594		
NANOG:50815	chr1	8464785		
NANOG:71591	chr1	8486845		
NANOG:77721	chr1	8499654		
NANOG:69733	chr1	8586719		
NANOG:65562	chr1	8684558		
NANOG:22416	chr1	8684978		
NANOG:12767	chr1	8686029		
NANOG:54782	chr1	8689837		
NANOG:12483	chr1	8695128		
NANOG:20497	chr1	8701828		
NANOG:2940	chr1	8714057		
NANOG:57886	chr1	8746836		
NANOG:60865	chr1	8751386		
NANOG:35677	chr1	8772467		
NANOG:25522	chr1	8773892		
NANOG:76512	chr1	8775297		
NANOG:74263	chr1	8777355		
NANOG:61684	chr1	8797705		
NANOG:76547	chr1	8800604		
NANOG:53460	chr1	8846512		
NANOG:5352	chr1	8856283		
NANOG:40191	chr1	8861780		
NANOG:18533	chr1	8862946		
NANOG:6160	chr1	8866420		
NANOG:58261	chr1	8891579		
NANOG:19538	chr1	8894299		
NANOG:31813	chr1	8897293		
NANOG:17921	chr1	8898339		
NANOG:70942	chr1	8921199		
NANOG:59285	chr1	8923326		
NANOG:36194	chr1	8927457		
NANOG:10203	chr1	8933994		
NANOG:72922	chr1	8945896		
NANOG:43058	chr1	8992849		
NANOG:53076	chr1	9016188		
NANOG:66905	chr1	9085538		
NANOG:33822	chr1	9093722		
NANOG:32452	chr1	9148295		
NANOG:85579	chr1	9165018		
NANOG:74606	chr1	9181485		
NANOG:82311	chr1	9184233		
NANOG:87160	chr1	9223680		
NANOG:1757	chr1	9235872		
NANOG:20503	chr1	9302898		
NANOG:49398	chr1	9411638		
NANOG:52607	chr1	9478124		
NANOG:1716	chr1	9542533		
NANOG:48461	chr1	9634466		
NANOG:68394	chr1	9670314		
NANOG:73641	chr1	9672712		
NANOG:10419	chr1	9697335		
NANOG:78436	chr1	9704438		
NANOG:22947	chr1	9743645		
NANOG:71261	chr1	9748692		
NANOG:42390	chr1	9771653		
NANOG:65990	chr1	9775332		
NANOG:83751	chr1	9807008		
NANOG:78650	chr1	9808303		
NANOG:13997	chr1	9818429		
NANOG:48559	chr1	9829413		
NANOG:63233	chr1	9833478		
NANOG:31542	chr1	9905111		
NANOG:50067	chr1	9909771		
NANOG:7518	chr1	9912246		
NANOG:20423	chr1	9926088		
NANOG:10560	chr1	9933189		
NANOG:87894	chr1	10015311		
NANOG:60238	chr1	10016418		
NANOG:54711	chr1	10047985		
NANOG:38260	chr1	10051443		
NANOG:33176	chr1	10054871		
NANOG:56363	chr1	10161861		
NANOG:31067	chr1	10193123		
NANOG:48743	chr1	10194254		
NANOG:35750	chr1	10300979		
NANOG:75511	chr1	10308445		
NANOG:69469	chr1	10336131		
NANOG:34420	chr1	10381447		
NANOG:51323	chr1	10410821		
NANOG:38473	chr1	10413411		
NANOG:54610	chr1	10455226		
NANOG:45251	chr1	10491268		
NANOG:41887	chr1	10501993		
NANOG:80145	chr1	10511528		
NANOG:21056	chr1	10512568		
NANOG:50448	chr1	10513132		
NANOG:83792	chr1	10533689		
NANOG:77452	chr1	10577466		
NANOG:24748	chr1	10687143		
NANOG:75076	chr1	10775973		
NANOG:62022	chr1	10776670		
NANOG:54853	chr1	10778155		
NANOG:55134	chr1	10779378		
NANOG:51154	chr1	10797844		
NANOG:33735	chr1	10817898		
NANOG:4556	chr1	10818634		
NANOG:25647	chr1	10842791		
NANOG:80803	chr1	10849568		
NANOG:33747	chr1	10871489		
NANOG:9297	chr1	10883607		
NANOG:46526	chr1	10884100		
NANOG:13255	chr1	10884465		
NANOG:3274	chr1	10941468		
NANOG:79234	chr1	10943764		
NANOG:66715	chr1	10952363		
NANOG:43332	chr1	10963145		
NANOG:65914	chr1	11013490		
NANOG:47369	chr1	11160769		
NANOG:23708	chr1	11224440		
NANOG:15485	chr1	11245430		
NANOG:66423	chr1	11255443		
NANOG:26298	chr1	11269503		
NANOG:39488	chr1	11282212		
NANOG:86581	chr1	11287921		
NANOG:579	chr1	11339089		
NANOG:50529	chr1	11355828		
NANOG:39958	chr1	11364966		
NANOG:41069	chr1	11399993		
NANOG:41719	chr1	11461851		
NANOG:37896	chr1	11482756		
NANOG:29727	chr1	11533517		
NANOG:30031	chr1	11534916		
NANOG:69204	chr1	11577082		
NANOG:33505	chr1	11633237		
NANOG:17923	chr1	11664397		
NANOG:684	chr1	11665267		
NANOG:65087	chr1	11666899		
NANOG:6395	chr1	11672309		
NANOG:45250	chr1	11708505		
NANOG:31065	chr1	11714397		
NANOG:8829	chr1	11718805		
NANOG:19576	chr1	11745401		
NANOG:36158	chr1	11767586		
NANOG:42799	chr1	11770375		
NANOG:72091	chr1	11785807		
NANOG:20955	chr1	11788761		
NANOG:9681	chr1	11891176		
NANOG:50302	chr1	11891702		
NANOG:62248	chr1	11892394		
NANOG:49288	chr1	11909037		
NANOG:61628	chr1	11917450		
NANOG:38469	chr1	11963059		
NANOG:19012	chr1	12002094		
NANOG:26390	chr1	12050443		
NANOG:1589	chr1	12061627		
NANOG:44436	chr1	12101401		
NANOG:72395	chr1	12171003		
NANOG:26615	chr1	12187109		
NANOG:49323	chr1	12212656		
NANOG:36468	chr1	12225153		
NANOG:27323	chr1	12232023		
NANOG:17867	chr1	12341569		
NANOG:64111	chr1	12415656		
NANOG:3795	chr1	12416340		
NANOG:69822	chr1	12436800		
NANOG:37960	chr1	12523100		
NANOG:78489	chr1	12539714		
NANOG:24478	chr1	12575309		
NANOG:62381	chr1	12578566		
NANOG:70612	chr1	12579251		
NANOG:23502	chr1	12587175		
NANOG:5477	chr1	12598609		
NANOG:18834	chr1	12600910		
NANOG:64002	chr1	12601838		
NANOG:6754	chr1	12612351		
NANOG:35961	chr1	12696414		
NANOG:32828	chr1	12700129		
NANOG:3360	chr1	12765476		
NANOG:77890	chr1	12766777		
NANOG:48365	chr1	13716495		
NANOG:44749	chr1	13748765		
NANOG:55114	chr1	13755707		
NANOG:64080	chr1	13781630		
NANOG:14429	chr1	13784905		
NANOG:77926	chr1	13865005		
NANOG:4318	chr1	13923078		
NANOG:86622	chr1	13948313		
NANOG:54417	chr1	13958407		
NANOG:22627	chr1	13960184		
NANOG:44845	chr1	13963747		
NANOG:18232	chr1	13997405		
NANOG:62567	chr1	13998000		
NANOG:22500	chr1	14043680		
NANOG:76414	chr1	14068707		
NANOG:80488	chr1	14091873		
NANOG:80310	chr1	14159627		
NANOG:70408	chr1	14274401		
NANOG:59907	chr1	14313164		
NANOG:8657	chr1	14335549		
NANOG:25652	chr1	14377201		
NANOG:47616	chr1	14382589		
NANOG:67884	chr1	14420965		
NANOG:19214	chr1	14490479		
NANOG:59671	chr1	14496676		
NANOG:72275	chr1	14519905		
NANOG:55016	chr1	14539022		
NANOG:50662	chr1	14568955		
NANOG:41598	chr1	14603157		
NANOG:6297	chr1	14604216		
NANOG:78817	chr1	14604937		
NANOG:32659	chr1	14614671		
NANOG:56449	chr1	14682281		
NANOG:54421	chr1	14698615		
NANOG:53834	chr1	14712457		
NANOG:48014	chr1	14790085		
NANOG:5945	chr1	14792633		
NANOG:20159	chr1	14796833		
NANOG:45074	chr1	14800841		
NANOG:57845	chr1	14801834		
NANOG:80810	chr1	14826823		
NANOG:1819	chr1	14924943		
NANOG:48679	chr1	14931260		
NANOG:29012	chr1	14932475		
NANOG:2439	chr1	14941477		
NANOG:50345	chr1	14958176		
NANOG:18014	chr1	14963208		
NANOG:30392	chr1	14966359		
NANOG:84903	chr1	14978576		
NANOG:34688	chr1	15075406		
NANOG:60402	chr1	15124219		
NANOG:36743	chr1	15229120		
NANOG:3392	chr1	15252529		
NANOG:54707	chr1	15289732		
NANOG:41760	chr1	15307155		
NANOG:64402	chr1	15311492		
NANOG:52895	chr1	15334398		
NANOG:26035	chr1	15351563		
NANOG:35518	chr1	15370767		
NANOG:50295	chr1	15386134		
NANOG:66840	chr1	15396090		
NANOG:15036	chr1	15405830		
NANOG:68603	chr1	15471660		
NANOG:87589	chr1	15523836		
NANOG:74261	chr1	15564038		
NANOG:14309	chr1	15583660		
NANOG:28774	chr1	15708085		
NANOG:42961	chr1	15725684		
NANOG:81796	chr1	15784245		
NANOG:25600	chr1	15868289		
NANOG:40440	chr1	15957001		
NANOG:60823	chr1	15957706		
NANOG:72467	chr1	15991316		
NANOG:11119	chr1	16014702		
NANOG:17511	chr1	16029520		
NANOG:2831	chr1	16033670		
NANOG:13776	chr1	16035097		
NANOG:36495	chr1	16036660		
NANOG:9044	chr1	16048608		
NANOG:25811	chr1	16050563		
NANOG:71768	chr1	16075663		
NANOG:47528	chr1	16085468		
NANOG:74873	chr1	16153210		
NANOG:1207	chr1	16160778		
NANOG:61241	chr1	16175223		
NANOG:32773	chr1	16203220		
NANOG:84204	chr1	16211949		
NANOG:39540	chr1	16212442		
NANOG:20011	chr1	16225884		
NANOG:71557	chr1	16232175		
NANOG:58479	chr1	16273074		
NANOG:10562	chr1	16312270		
NANOG:1714	chr1	16315220		
NANOG:11613	chr1	16345349		
NANOG:29573	chr1	16355143		
NANOG:76937	chr1	16361564		
NANOG:76683	chr1	16363320		
NANOG:55863	chr1	16381120		
NANOG:39331	chr1	16387040		
NANOG:30338	chr1	16411822		
NANOG:38570	chr1	16415523		
NANOG:69628	chr1	16426042		
NANOG:77876	chr1	16426876		
NANOG:10378	chr1	16566128		
NANOG:13008	chr1	16640258		
NANOG:68735	chr1	16690664		
NANOG:28044	chr1	16697820		
NANOG:47600	chr1	16698900		
NANOG:253	chr1	16713213		
NANOG:46905	chr1	16714455		
NANOG:18850	chr1	16719717		
NANOG:987	chr1	16731753		
NANOG:824	chr1	16734270		
NANOG:58004	chr1	16736001		
NANOG:23626	chr1	16736802		
NANOG:66157	chr1	16738918		
NANOG:16178	chr1	16739978		
NANOG:14948	chr1	16743592		
NANOG:6724	chr1	16744875		
NANOG:33253	chr1	16746656		
NANOG:8377	chr1	16747743		
NANOG:49258	chr1	16751895		
NANOG:4776	chr1	16758908		
NANOG:32146	chr1	16760441		
NANOG:76919	chr1	16773343		
NANOG:56270	chr1	16776309		
NANOG:13242	chr1	16778423		
NANOG:78926	chr1	16779953		
NANOG:76864	chr1	16781387		
NANOG:74823	chr1	16790290		
NANOG:3633	chr1	16791931		
NANOG:18412	chr1	16794511		
NANOG:4064	chr1	16811957		
NANOG:21293	chr1	16818125		
NANOG:27632	chr1	16820202		
NANOG:18723	chr1	16843781		
NANOG:912	chr1	16846405		
NANOG:1109	chr1	16855842		
NANOG:62865	chr1	16857543		
NANOG:31342	chr1	16858417		
NANOG:14692	chr1	16865743		
NANOG:13417	chr1	16870853		
NANOG:64768	chr1	16873164		
NANOG:37707	chr1	16874565		
NANOG:83646	chr1	16877408		
NANOG:70760	chr1	16899653		
NANOG:60251	chr1	16924463		
NANOG:86512	chr1	16924984		
NANOG:84451	chr1	16927674		
NANOG:66158	chr1	16949749		
NANOG:68037	chr1	16956957		
NANOG:45255	chr1	16958303		
NANOG:75652	chr1	16959000		
NANOG:20809	chr1	16964873		
NANOG:23782	chr1	16967215		
NANOG:80417	chr1	16968690		
NANOG:16774	chr1	16972343		
NANOG:19978	chr1	16973018		
NANOG:80269	chr1	16974073		
NANOG:52073	chr1	16993349		
NANOG:35841	chr1	16996348		
NANOG:85697	chr1	17070501		
NANOG:43757	chr1	17071864		
NANOG:76667	chr1	17072318		
NANOG:12238	chr1	17074668		
NANOG:72365	chr1	17088541		
NANOG:26279	chr1	17095330		
NANOG:23589	chr1	17104096		
NANOG:14041	chr1	17120945		
NANOG:9000	chr1	17138016		
NANOG:64347	chr1	17150944		
NANOG:23939	chr1	17179262		
NANOG:24637	chr1	17206455		
NANOG:34092	chr1	17214469		
NANOG:50237	chr1	17318967		
NANOG:85049	chr1	17327755		
NANOG:16929	chr1	17329629		
NANOG:80680	chr1	17473382		
NANOG:19493	chr1	17509216		
NANOG:32868	chr1	17515115		
NANOG:55275	chr1	17517488		
NANOG:24715	chr1	17576604		
NANOG:83776	chr1	17619157		
NANOG:67492	chr1	17628235		
NANOG:9229	chr1	17633248		
NANOG:36669	chr1	17635648		
NANOG:85778	chr1	17636900		
NANOG:75017	chr1	17640451		
NANOG:42451	chr1	17667986		
NANOG:72931	chr1	17668507		
NANOG:117	chr1	17669338		
NANOG:51812	chr1	17693355		
NANOG:8854	chr1	17720665		
NANOG:21733	chr1	17740011		
NANOG:20714	chr1	17746544		
NANOG:59600	chr1	17747054		
NANOG:3651	chr1	17747594		
NANOG:19678	chr1	17748585		
NANOG:2976	chr1	17749857		
NANOG:46646	chr1	17758024		
NANOG:17994	chr1	17764681		
NANOG:65361	chr1	17768431		
NANOG:78881	chr1	17810457		
NANOG:70366	chr1	17865197		
NANOG:80994	chr1	17938322		
NANOG:65610	chr1	18025357		
NANOG:73535	chr1	18030903		
NANOG:7141	chr1	18061009		
NANOG:57676	chr1	18109965		
NANOG:31209	chr1	18209016		
NANOG:73543	chr1	18290085		
NANOG:21257	chr1	18293146		
NANOG:78615	chr1	18299773		
NANOG:81211	chr1	18306472		
NANOG:55910	chr1	18309208		
NANOG:20580	chr1	18432713		
NANOG:13020	chr1	18434007		
NANOG:34929	chr1	18455652		
NANOG:69717	chr1	18478250		
NANOG:50258	chr1	18482659		
NANOG:14668	chr1	18493962		
NANOG:1771	chr1	18497542		
NANOG:27144	chr1	18531837		
NANOG:45084	chr1	18598955		
NANOG:11152	chr1	18609633		
NANOG:21417	chr1	18616820		
NANOG:14532	chr1	18618279		
NANOG:48551	chr1	18639634		
NANOG:74174	chr1	18646072		
NANOG:11113	chr1	18680024		
NANOG:40256	chr1	18741489		
NANOG:5307	chr1	18757022		
NANOG:57175	chr1	18774920		
NANOG:59416	chr1	18782658		
NANOG:83981	chr1	18791685		
NANOG:49513	chr1	18802596		
NANOG:40993	chr1	18828820		
NANOG:45042	chr1	18830422		
NANOG:32975	chr1	18835071		
NANOG:32161	chr1	18836997		
NANOG:8735	chr1	18840093		
NANOG:37592	chr1	18841519		
NANOG:45530	chr1	18842654		
NANOG:86131	chr1	18844416		
NANOG:51827	chr1	18844977		
NANOG:2676	chr1	18845708		
NANOG:7438	chr1	18848930		
NANOG:5114	chr1	18851092		
NANOG:76809	chr1	18860884		
NANOG:28147	chr1	18875740		
NANOG:62932	chr1	18888980		
NANOG:61273	chr1	18893114		
NANOG:74716	chr1	18977760		
NANOG:15063	chr1	18983968		
NANOG:51290	chr1	18993786		
NANOG:17233	chr1	19134674		
NANOG:32641	chr1	19141133		
NANOG:46696	chr1	19188555		
NANOG:45426	chr1	19205268		
NANOG:13418	chr1	19338671		
NANOG:16842	chr1	19409444		
NANOG:72235	chr1	19473144		
NANOG:82184	chr1	19473556		
NANOG:29156	chr1	19552855		
NANOG:20585	chr1	19600501		
NANOG:77870	chr1	19617327		
NANOG:52231	chr1	19656281		
NANOG:51910	chr1	19662185		
NANOG:74717	chr1	19669066		
NANOG:7718	chr1	19681092		
NANOG:19522	chr1	19828647		
NANOG:81718	chr1	19844477		
NANOG:48812	chr1	19853112		
NANOG:29183	chr1	19858997		
NANOG:33843	chr1	19865052		
NANOG:80683	chr1	19870548		
NANOG:72458	chr1	19879876		
NANOG:34038	chr1	19888362		
NANOG:58752	chr1	19903669		
NANOG:63792	chr1	19914803		
NANOG:72315	chr1	19930342		
NANOG:15085	chr1	19979485		
NANOG:33447	chr1	19986246		
NANOG:40517	chr1	20001545		
NANOG:1277	chr1	20015930		
NANOG:67736	chr1	20024584		
NANOG:48153	chr1	20081341		
NANOG:58319	chr1	20137818		
NANOG:30145	chr1	20159762		
NANOG:59932	chr1	20174090		
NANOG:75628	chr1	20181646		
NANOG:7006	chr1	20189475		
NANOG:11102	chr1	20190440		
NANOG:61192	chr1	20313629		
NANOG:37149	chr1	20393650		
NANOG:81286	chr1	20394449		
NANOG:40112	chr1	20412304		
NANOG:62364	chr1	20477942		
NANOG:40548	chr1	20489973		
NANOG:6488	chr1	20605350		
NANOG:52471	chr1	20608056		
NANOG:87731	chr1	20640023		
NANOG:33215	chr1	20686393		
NANOG:47668	chr1	20693216		
NANOG:79310	chr1	20707273		
NANOG:29503	chr1	20812684		
NANOG:5392	chr1	20824480		
NANOG:76625	chr1	20825902		
NANOG:88149	chr1	20832456		
NANOG:44210	chr1	20860492		
NANOG:35644	chr1	20896194		
NANOG:79286	chr1	20916635		
NANOG:81659	chr1	20921738		
NANOG:83464	chr1	20927129		
NANOG:26836	chr1	20931482		
NANOG:71380	chr1	20961344		
NANOG:22569	chr1	21164509		
NANOG:85488	chr1	21299976		
NANOG:54174	chr1	21321223		
NANOG:67336	chr1	21375914		
NANOG:35313	chr1	21376426		
NANOG:57492	chr1	21390046		
NANOG:17989	chr1	21477524		
NANOG:64324	chr1	21513727		
NANOG:56763	chr1	21522401		
NANOG:11679	chr1	21528343		
NANOG:78100	chr1	21544642		
NANOG:26717	chr1	21628064		
NANOG:41637	chr1	21635825		
NANOG:42347	chr1	21639056		
NANOG:60900	chr1	21639959		
NANOG:83049	chr1	21667354		
NANOG:85128	chr1	21690072		
NANOG:81799	chr1	21690381		
NANOG:55500	chr1	21696942		
NANOG:45625	chr1	21709370		
NANOG:87773	chr1	21715684		
NANOG:12534	chr1	21718185		
NANOG:20920	chr1	21752674		
NANOG:44110	chr1	21790514		
NANOG:54132	chr1	21830318		
NANOG:13486	chr1	21847165		
NANOG:10412	chr1	21905740		
NANOG:38418	chr1	21963972		
NANOG:26653	chr1	21982176		
NANOG:76245	chr1	22065251		
NANOG:23989	chr1	22121908		
NANOG:57639	chr1	22143659		
NANOG:49533	chr1	22179794		
NANOG:73815	chr1	22222071		
NANOG:36675	chr1	22224496		
NANOG:62676	chr1	22236774		
NANOG:55510	chr1	22243739		
NANOG:45435	chr1	22251655		
NANOG:44423	chr1	22273977		
NANOG:66053	chr1	22288984		
NANOG:84904	chr1	22290110		
NANOG:26176	chr1	22291644		
NANOG:54548	chr1	22333477		
NANOG:55503	chr1	22340023		
NANOG:73049	chr1	22433609		
NANOG:62332	chr1	22445209		
NANOG:15287	chr1	22520016		
NANOG:17036	chr1	22521033		
NANOG:8960	chr1	22593501		
NANOG:66456	chr1	22641460		
NANOG:30181	chr1	22641744		
NANOG:7431	chr1	22642637		
NANOG:65698	chr1	22643055		
NANOG:22979	chr1	22650997		
NANOG:12563	chr1	22689562		
NANOG:8334	chr1	22699333		
NANOG:32677	chr1	22753915		
NANOG:84238	chr1	22755755		
NANOG:52665	chr1	22808568		
NANOG:68121	chr1	22823782		
NANOG:35482	chr1	22838494		
NANOG:87449	chr1	22861626		
NANOG:28154	chr1	23004946		
NANOG:47607	chr1	23026441		
NANOG:61528	chr1	23213287		
NANOG:34334	chr1	23218394		
NANOG:60303	chr1	23235369		
NANOG:24691	chr1	23250911		
NANOG:69895	chr1	23297992		
NANOG:58903	chr1	23334037		
NANOG:42608	chr1	23352557		
NANOG:34558	chr1	23366994		
NANOG:78095	chr1	23416787		
NANOG:64001	chr1	23447799		
NANOG:244	chr1	23462688		
NANOG:30506	chr1	23464041		
NANOG:54987	chr1	23538943		
NANOG:41926	chr1	23542889		
NANOG:13751	chr1	23543466		
NANOG:279	chr1	23556795		
NANOG:51742	chr1	23567362		
NANOG:39492	chr1	23567996		
NANOG:44262	chr1	23570097		
NANOG:14587	chr1	23594589		
NANOG:52669	chr1	23603169		
NANOG:20996	chr1	23618540		
NANOG:53036	chr1	23623975		
NANOG:26276	chr1	23636039		
NANOG:54029	chr1	23698849		
NANOG:84037	chr1	23729905		
NANOG:38980	chr1	23738985		
NANOG:1025	chr1	23755181		
NANOG:31652	chr1	23758660		
NANOG:10535	chr1	23761493		
NANOG:62345	chr1	23763056		
NANOG:71169	chr1	23767428		
NANOG:5639	chr1	23797744		
NANOG:67664	chr1	23819191		
NANOG:60602	chr1	23836629		
NANOG:29574	chr1	23942485		
NANOG:86436	chr1	23942810		
NANOG:59930	chr1	23990216		
NANOG:36512	chr1	24024000		
NANOG:40851	chr1	24024559		
NANOG:79987	chr1	24102149		
NANOG:55318	chr1	24103047		
NANOG:15690	chr1	24112794		
NANOG:46573	chr1	24116078		
NANOG:9548	chr1	24135819		
NANOG:22235	chr1	24158246		
NANOG:4495	chr1	24159206		
NANOG:15061	chr1	24179625		
NANOG:31737	chr1	24179998		
NANOG:52798	chr1	24202500		
NANOG:74536	chr1	24221498		
NANOG:24450	chr1	24233372		
NANOG:38093	chr1	24270058		
NANOG:77550	chr1	24314232		
NANOG:54979	chr1	24350395		
NANOG:3331	chr1	24353483		
NANOG:72476	chr1	24386436		
NANOG:83283	chr1	24401181		
NANOG:363	chr1	24486018		
NANOG:83576	chr1	24500262		
NANOG:7614	chr1	24507600		
